"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","CDSD","DSND","DSNW","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","PRCP","SNOW","TAVG","TMAX","TMIN"
"USC00042214","CULVER CITY, CA US","34.005","-118.4139","28.0","2013-06","142","0","0","55","0","0.0","0.00","85","1270","0.00","0.0","67.8","73.8","61.7"
"USC00042214","CULVER CITY, CA US","34.005","-118.4139","28.0","2013-07","269",,,"56",,,"0.02","86","0","0.02",,"69.1","75.9","62.3"
"USC00042214","CULVER CITY, CA US","34.005","-118.4139","28.0","2013-08","377",,,"54",,,"0.00","92","2","0.00",,"68.4","75.7","61.2"
"USR0000CGOR","GORDON CALIFORNIA, CA US","40.7586","-120.8961","1889.8","2013-05","0",,,"19",,,,"77","6648",,,"48.8","62.9","34.6"
"USR0000CGOR","GORDON CALIFORNIA, CA US","40.7586","-120.8961","1889.8","2013-06","49",,,"31",,,,"94","6878",,,"58.9","74.7","43.2"
"USR0000CGOR","GORDON CALIFORNIA, CA US","40.7586","-120.8961","1889.8","2013-07","162",,,"42",,,,"96","14",,,"68.2","85.9","50.5"
"USR0000CGOR","GORDON CALIFORNIA, CA US","40.7586","-120.8961","1889.8","2013-08","196",,,"38",,,,"94","102",,,"63.3","80.7","45.8"
"USR0000CREA","REDDING AIRPORT CALIFORNIA, CA US","40.5158","-122.2906","152.4","2013-05","231",,,"45",,,,"97","2512",,,"69.5","82.8","56.2"
"USR0000CREA","REDDING AIRPORT CALIFORNIA, CA US","40.5158","-122.2906","152.4","2013-06","634",,,"53",,,,"110","2513",,,"78.4","92.6","64.2"
"USR0000CREA","REDDING AIRPORT CALIFORNIA, CA US","40.5158","-122.2906","152.4","2013-07","1221",,,"55",,,,"115","0",,,"83.9","100.8","67.1"
"USR0000CREA","REDDING AIRPORT CALIFORNIA, CA US","40.5158","-122.2906","152.4","2013-08","1642",,,"57",,,,"110","0",,,"78.6","95.1","62.1"
"USC00045968","MOUNT LAGUNA NUMBER 3, CA US","32.8672","-116.4194","1804.4","2013-05","7",,,"32",,,"0.21","80","4212","0.35",,"57.3","68.1","46.5"
"USC00045968","MOUNT LAGUNA NUMBER 3, CA US","32.8672","-116.4194","1804.4","2013-06","108","0","0","48","0","0.0","0.00","93","4220","0.00","0.0","68.1","80.5","55.6"
"USC00045968","MOUNT LAGUNA NUMBER 3, CA US","32.8672","-116.4194","1804.4","2013-07","320","0","0","55","0","0.0","2.02","91","3","2.30","0.0","71.7","82.7","60.7"
"USC00045968","MOUNT LAGUNA NUMBER 3, CA US","32.8672","-116.4194","1804.4","2013-08","463",,,"49",,,"0.76","87","11","1.90",,"69.4","80.2","58.5"
"US1CAMT0008","KING CITY 2.0 SSW, CA US","36.187198","-121.146055","113.1","2013-05",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"US1CAMT0008","KING CITY 2.0 SSW, CA US","36.187198","-121.146055","113.1","2013-06",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"US1CAMT0008","KING CITY 2.0 SSW, CA US","36.187198","-121.146055","113.1","2013-07",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"US1CAMT0008","KING CITY 2.0 SSW, CA US","36.187198","-121.146055","113.1","2013-08",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"US1CAMT0006","CASTROVILLE 1.6 ENE, CA US","36.776417","-121.728389","5.5","2013-05",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"US1CAMT0006","CASTROVILLE 1.6 ENE, CA US","36.776417","-121.728389","5.5","2013-06",,,"0",,,"0.0","0.04",,,"0.05","0.0",,,
"US1CAMT0006","CASTROVILLE 1.6 ENE, CA US","36.776417","-121.728389","5.5","2013-07",,,,,,,"0.00",,,"0.00",,,,
"US1CAMT0006","CASTROVILLE 1.6 ENE, CA US","36.776417","-121.728389","5.5","2013-08",,,,,,,"0.04",,,"0.06",,,,
"US1CAMT0005","KING CITY 13.2 S, CA US","36.02486","-121.174455","336.5","2013-07",,,"0",,,"0.0","0.02",,,"0.02","0.0",,,
"US1CAMT0005","KING CITY 13.2 S, CA US","36.02486","-121.174455","336.5","2013-08",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"USR0000CGOO","GOOSE VALLEY CALIFORNIA, CA US","33.0736","-116.8458","466.3","2013-05","147",,,"49",,,,"96","1756",,,"65.3","76.4","54.1"
"USR0000CGOO","GOOSE VALLEY CALIFORNIA, CA US","33.0736","-116.8458","466.3","2013-06","280",,,"48",,,,"101","1760",,,"69.3","81.3","57.3"
"USR0000CGOO","GOOSE VALLEY CALIFORNIA, CA US","33.0736","-116.8458","466.3","2013-07","542",,,"54",,,,"95","0",,,"73.5","84.5","62.4"
"USR0000CGOO","GOOSE VALLEY CALIFORNIA, CA US","33.0736","-116.8458","466.3","2013-08","862",,,"51",,,,"94","0",,,"75.3","86.6","64.0"
"US1CAMT0003","LOCKWOOD 3.6 NW, CA US","35.980762","-121.11736","360.0","2013-05",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"US1CAMT0003","LOCKWOOD 3.6 NW, CA US","35.980762","-121.11736","360.0","2013-06",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"US1CAMT0003","LOCKWOOD 3.6 NW, CA US","35.980762","-121.11736","360.0","2013-07",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"US1CAMT0003","LOCKWOOD 3.6 NW, CA US","35.980762","-121.11736","360.0","2013-08",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"USR0000CRCH","RANCHITA CALIFORNIA, CA US","33.2222","-116.4975","1345.7","2013-05","103",,,"41",,,,"90","2944",,,"63.0","74.2","51.7"
"USR0000CRCH","RANCHITA CALIFORNIA, CA US","33.2222","-116.4975","1345.7","2013-06","420",,,"53",,,,"102","2946",,,"75.5","87.7","63.3"
"USR0000CRCH","RANCHITA CALIFORNIA, CA US","33.2222","-116.4975","1345.7","2013-07","838",,,"62",,,,"97","0",,,"78.5","89.1","67.8"
"USR0000CRCH","RANCHITA CALIFORNIA, CA US","33.2222","-116.4975","1345.7","2013-08","1209",,,"58",,,,"95","0",,,"77.0","87.0","66.9"
"USC00042467","DONNER MEMORIAL ST PARK, CA US","39.3239","-120.2331","1809.6","2013-05",,"0","0",,"0","0.0","0.60",,,"1.25","0.0",,,
"USC00042467","DONNER MEMORIAL ST PARK, CA US","39.3239","-120.2331","1809.6","2013-06",,"0","0","29","0","0.0","0.60","92",,"1.00","0.0","59.2","76.2","42.1"
"USC00042467","DONNER MEMORIAL ST PARK, CA US","39.3239","-120.2331","1809.6","2013-07",,"0","0",,"0","0.0",,,,,"0.0",,,
"USC00042467","DONNER MEMORIAL ST PARK, CA US","39.3239","-120.2331","1809.6","2013-08",,"0","0","33","0","0.0","0.00","90",,"0.00","0.0","60.8","79.6","42.0"
"USC00044405","JOSHUA TREE, CA US","34.1471","-116.2747","781.2","2013-05","369","0","0","45","0","0.0","0.00","101","2046","0.00","0.0","72.6","88.7","56.5"
"USC00044405","JOSHUA TREE, CA US","34.1471","-116.2747","781.2","2013-06","911","0","0","56","0","0.0","0.00","113","2046","0.00","0.0","83.0","100.8","65.3"
"USC00044405","JOSHUA TREE, CA US","34.1471","-116.2747","781.2","2013-07","1649","0","0","56","0","0.0","0.48","115","0","0.64","0.0","88.8","103.0","74.6"
"USC00044405","JOSHUA TREE, CA US","34.1471","-116.2747","781.2","2013-08","2176","0","0","59","0","0.0","0.66","106","0","1.10","0.0","82.6","98.9","66.3"
"USC00047916","SANTA CRUZ, CA US","36.98785","-121.99952","21.3","2013-05","17",,,"42",,,"0.02","92","2362","0.02",,"63.1","77.2","48.9"
"USC00047916","SANTA CRUZ, CA US","36.98785","-121.99952","21.3","2013-06","56",,,"45",,,"0.08","89","2414","0.16",,"64.6","76.4","52.7"
"USC00047916","SANTA CRUZ, CA US","36.98785","-121.99952","21.3","2013-07","75",,,"52",,,"0.03","82","18","0.03",,"65.0","73.8","56.3"
"USC00047916","SANTA CRUZ, CA US","36.98785","-121.99952","21.3","2013-08","155",,,"48",,,"0.00","90","25","0.00",,"67.4","78.9","55.8"
"USC00046826","PETALUMA AIRPORT, CA US","38.2577","-122.6077","6.1","2013-05","19",,,"42",,,"0.20","91","2826","0.21",,"61.0","74.4","47.6"
"USC00046826","PETALUMA AIRPORT, CA US","38.2577","-122.6077","6.1","2013-06","86",,,"45",,,"0.46","97","2869","0.56",,"65.8","79.6","52.0"
"USC00046826","PETALUMA AIRPORT, CA US","38.2577","-122.6077","6.1","2013-07","149",,,"47",,,"0.00","95","29","0.00",,"66.1","79.6","52.6"
"USC00046826","PETALUMA AIRPORT, CA US","38.2577","-122.6077","6.1","2013-08","214",,,"48",,,"0.00","88","56","0.00",,"66.2","78.5","53.9"
"USC00043551","GRANT GROVE, CA US","36.73751","-118.96197","2005.6","2013-05",,"0","0","28","0","0.3","0.35","78",,"0.46","0.3","50.4","61.6","39.3"
"USC00043551","GRANT GROVE, CA US","36.73751","-118.96197","2005.6","2013-06",,"0","0","37","0","0.0","0.00","90",,"0.00","0.0","61.7","74.7","48.8"
"USC00043551","GRANT GROVE, CA US","36.73751","-118.96197","2005.6","2013-07",,"0","0","48","0","0.0","0.30","89","7","0.32","0.0","68.5","81.7","55.3"
"USC00043551","GRANT GROVE, CA US","36.73751","-118.96197","2005.6","2013-08",,"0","0","43","0","0.0","0.20","85","79","0.21","0.0","63.9","76.9","51.0"
"USC00044881","LEE VINING, CA US","37.9567","-119.1194","2071.7","2013-05","0","0","0","30","0","0.0","0.55","78","5830","1.06","0.0","54.2","68.4","40.1"
"USC00044881","LEE VINING, CA US","37.9567","-119.1194","2071.7","2013-06","69","0","0","38","0","0.0","0.11","93","5892","0.12","0.0","65.2","80.5","49.9"
"USC00044881","LEE VINING, CA US","37.9567","-119.1194","2071.7","2013-07","247","0","0","51","0","0.0","0.33","95","0","0.83","0.0","70.8","86.2","55.3"
"USC00044881","LEE VINING, CA US","37.9567","-119.1194","2071.7","2013-08","319","0","0","46","0","0.0","0.44","87","11","0.52","0.0","67.0","82.9","51.1"
"US1CAIN0006","LAWS 0.1SW, CA US","37.39919","-118.34651","1254.6","2013-05",,,"0",,,"0.0","0.47",,,"0.58","0.0",,,
"US1CAIN0006","LAWS 0.1SW, CA US","37.39919","-118.34651","1254.6","2013-06",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"US1CAIN0006","LAWS 0.1SW, CA US","37.39919","-118.34651","1254.6","2013-07",,,"0",,,"0.0","0.11",,,"0.22","0.0",,,
"US1CAIN0006","LAWS 0.1SW, CA US","37.39919","-118.34651","1254.6","2013-08",,,"0",,,"0.0","0.25",,,"0.25","0.0",,,
"USW00093210","OROVILLE MUNICIPAL AIRPORT, CA US","39.49","-121.61833","57.9","2013-05","189",,,"49",,,"0.25","95",,"0.31",,"69.0","82.1","55.8"
"USW00093210","OROVILLE MUNICIPAL AIRPORT, CA US","39.49","-121.61833","57.9","2013-06","514",,,"54",,,"0.38","107",,"0.57",,"75.8","90.2","61.5"
"USW00093210","OROVILLE MUNICIPAL AIRPORT, CA US","39.49","-121.61833","57.9","2013-07","1015",,,"56",,,"0.00","108","0","0.00",,"81.2","96.8","65.5"
"USW00093210","OROVILLE MUNICIPAL AIRPORT, CA US","39.49","-121.61833","57.9","2013-08","1389",,,"57",,,"0.00","98","0","0.00",,"77.1","92.2","61.9"
"US1CAIN0004","BISHOP 1.7 NW, CA US","37.38781","-118.4141","1274.4","2013-05",,,,,,,"0.14",,,"0.24",,,,
"US1CAIN0004","BISHOP 1.7 NW, CA US","37.38781","-118.4141","1274.4","2013-06",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"US1CAIN0002","BISHOP 8.5 WSW, CA US","37.322667","-118.54037","1829.4","2013-05",,,,,,,"0.32",,,"0.66",,,,
"US1CAIN0002","BISHOP 8.5 WSW, CA US","37.322667","-118.54037","1829.4","2013-06",,,"0",,,"0.0","0.08",,,"0.08","0.0",,,
"US1CAIN0002","BISHOP 8.5 WSW, CA US","37.322667","-118.54037","1829.4","2013-07",,,,,,,"0.26",,,"0.55",,,,
"US1CAIN0002","BISHOP 8.5 WSW, CA US","37.322667","-118.54037","1829.4","2013-08",,,"0",,,"0.0","0.06",,,"0.12","0.0",,,
"US1CAIN0001","BISHOP 0.6 SE, CA US","37.3626","-118.3883","1261.9","2013-05",,,"0",,,"0.0","0.31",,,"0.47","0.0",,,
"US1CAIN0001","BISHOP 0.6 SE, CA US","37.3626","-118.3883","1261.9","2013-07",,,,,,,"0.27",,,"0.46",,,,
"US1CAIN0001","BISHOP 0.6 SE, CA US","37.3626","-118.3883","1261.9","2013-08",,,"0",,,"0.0","0.12",,,"0.12","0.0",,,
"US1CAMT0023","BIG SUR 9.5 NNW, CA US","36.3980210983642","-121.868510842323","335.3","2013-05",,,"0",,,"0.0","0.04",,,"0.08","0.0",,,
"US1CAMT0023","BIG SUR 9.5 NNW, CA US","36.3980210983642","-121.868510842323","335.3","2013-06",,,"0",,,"0.0","0.14",,,"0.16","0.0",,,
"US1CAMT0023","BIG SUR 9.5 NNW, CA US","36.3980210983642","-121.868510842323","335.3","2013-07",,,"0",,,"0.0","0.02",,,"0.02","0.0",,,
"US1CAMT0023","BIG SUR 9.5 NNW, CA US","36.3980210983642","-121.868510842323","335.3","2013-08",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"USW00093209","PASO ROBLES MUNICIPAL AIRPORT, CA US","35.6697","-120.6283","246.9","2013-05","124",,,"39",,,"0.05","102","2431","0.05",,"66.9","85.3","48.5"
"USW00093209","PASO ROBLES MUNICIPAL AIRPORT, CA US","35.6697","-120.6283","246.9","2013-06","343","0","0","43","0","0.0","0.00","111","2437","0.00","0.0","72.1","90.4","53.7"
"USW00093209","PASO ROBLES MUNICIPAL AIRPORT, CA US","35.6697","-120.6283","246.9","2013-07","653",,"0","47",,"0.0","0.00","109","0","0.00","0.0","75.0","95.1","54.9"
"USW00093209","PASO ROBLES MUNICIPAL AIRPORT, CA US","35.6697","-120.6283","246.9","2013-08","945",,"0","48",,"0.0","0.00","104","0","0.00","0.0","74.4","94.2","54.6"
"US1CAMT0022","CARMEL VALLEY VILLAGE 5.4 WNW, CA US","36.5218","-121.81","40.5","2013-05",,,"0",,,"0.0","0.02",,,"0.02","0.0",,,
"US1CAMT0022","CARMEL VALLEY VILLAGE 5.4 WNW, CA US","36.5218","-121.81","40.5","2013-06",,,"0",,,"0.0","0.02",,,"0.02","0.0",,,
"US1CAMT0022","CARMEL VALLEY VILLAGE 5.4 WNW, CA US","36.5218","-121.81","40.5","2013-07",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"US1CAMT0022","CARMEL VALLEY VILLAGE 5.4 WNW, CA US","36.5218","-121.81","40.5","2013-08",,,"0",,,"0.0","0.02",,,"0.02","0.0",,,
"US1CASH0006","SHINGLETOWN 5.3 ENE, CA US","40.523927","-121.795657","1208.2","2013-05",,,"0",,,"0.0","1.37",,,"3.15","0.0",,,
"US1CASH0006","SHINGLETOWN 5.3 ENE, CA US","40.523927","-121.795657","1208.2","2013-06",,,"0",,,"0.0","1.39",,,"3.46","0.0",,,
"US1CASH0006","SHINGLETOWN 5.3 ENE, CA US","40.523927","-121.795657","1208.2","2013-07",,,"0",,,"0.0","0.01",,,"0.01","0.0",,,
"US1CASH0006","SHINGLETOWN 5.3 ENE, CA US","40.523927","-121.795657","1208.2","2013-08",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"USC00044412","JULIAN CDF, CA US","33.0763","-116.5925","1284.7","2013-05","35","0","0","41","0","0.0","0.47","87","3275","0.89","0.0","59.8","70.3","49.4"
"USC00044412","JULIAN CDF, CA US","33.0763","-116.5925","1284.7","2013-06","217","0","0","50","0","0.0","0.00","99","3281","0.00","0.0","70.9","82.6","59.1"
"USC00044412","JULIAN CDF, CA US","33.0763","-116.5925","1284.7","2013-07","547","0","0","59","0","0.0","0.71","93","0","0.89","0.0","75.6","85.1","66.2"
"USC00044412","JULIAN CDF, CA US","33.0763","-116.5925","1284.7","2013-08","807","0","0","55","0","0.0","0.98","93","0","2.57","0.0","73.4","84.3","62.5"
"US1CAMT0021","MARINA 0.8 SSE, CA US","36.673173","-121.784101","36.0","2013-05",,,"0",,,"0.0","0.01",,,"0.01","0.0",,,
"US1CAMT0021","MARINA 0.8 SSE, CA US","36.673173","-121.784101","36.0","2013-06",,,"0",,,"0.0","0.03",,,"0.05","0.0",,,
"US1CAMT0020","CASTROVILLE 1.6 ENE, CA US","36.777","-121.72694","5.2","2013-05",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"US1CAMT0020","CASTROVILLE 1.6 ENE, CA US","36.777","-121.72694","5.2","2013-06",,,"0",,,"0.0","0.04",,,"0.07","0.0",,,
"US1CAMT0020","CASTROVILLE 1.6 ENE, CA US","36.777","-121.72694","5.2","2013-07",,,"0",,,"0.0","0.03",,,"0.07","0.0",,,
"US1CAMT0020","CASTROVILLE 1.6 ENE, CA US","36.777","-121.72694","5.2","2013-08",,,,,,,"0.04",,,"0.14",,,,
"USC00045502","MECCA FIRE STATION, CA US","33.5697","-116.073","-55.8","2013-05","1012",,,"57",,,"0.00","109","851","0.00",,"81.5","98.2","64.8"
"USC00045502","MECCA FIRE STATION, CA US","33.5697","-116.073","-55.8","2013-06","1739",,,"63",,,"0.00","123","851","0.00",,"89.2","107.5","70.9"
"USC00045502","MECCA FIRE STATION, CA US","33.5697","-116.073","-55.8","2013-07","2649",,,"71",,,"0.21","116","0","0.21",,"94.4","107.6","81.1"
"USC00045502","MECCA FIRE STATION, CA US","33.5697","-116.073","-55.8","2013-08","3458",,,"66",,,"0.50","115","0","0.75",,"91.1","106.2","76.0"
"USC00041149","BUCKHORN, CA US","40.87972","-121.93168","1127.8","2013-05",,"0","0",,"0","0.0","1.16",,,"2.34","0.0",,,
"USC00041149","BUCKHORN, CA US","40.87972","-121.93168","1127.8","2013-06",,"0","0",,"0","0.0","1.78",,,"3.90","0.0",,,
"USC00041149","BUCKHORN, CA US","40.87972","-121.93168","1127.8","2013-07",,"0","0",,"0","0.0","0.00",,,"0.00","0.0",,,
"USC00041149","BUCKHORN, CA US","40.87972","-121.93168","1127.8","2013-08",,"0","0",,"0","0.0","0.00",,,"0.00","0.0",,,
"USC00042239","CUYAMACA, CA US","32.9897","-116.5872","1414.3","2013-05","6","0","0","37","0","0.0","1.11","89","4009","1.30","0.0","58.0","72.0","43.9"
"USC00042239","CUYAMACA, CA US","32.9897","-116.5872","1414.3","2013-06","150","0","0","44","0","0.0","0.00","97","4030","0.00","0.0","69.1","86.2","51.9"
"USC00042239","CUYAMACA, CA US","32.9897","-116.5872","1414.3","2013-07","436","0","0","51","0","0.0","0.35","99","1","0.57","0.0","74.2","88.1","60.3"
"USC00042239","CUYAMACA, CA US","32.9897","-116.5872","1414.3","2013-08","572",,,"41",,,"2.17","93","18","2.27",,"68.9","84.0","53.7"
"US1CASH0009","REDDING 2.7 NNW, CA US","40.610434","-122.380234","215.8","2013-05",,,,,,,"0.55",,,"1.33",,,,
"US1CASH0009","REDDING 2.7 NNW, CA US","40.610434","-122.380234","215.8","2013-06",,,"0",,,"0.0","1.47",,,"2.69","0.0",,,
"US1CASH0009","REDDING 2.7 NNW, CA US","40.610434","-122.380234","215.8","2013-07",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"US1CASH0009","REDDING 2.7 NNW, CA US","40.610434","-122.380234","215.8","2013-08",,,"0",,,"0.0","0.01",,,"0.01","0.0",,,
"USC00044890","LEMON COVE, CA US","36.3817","-119.0264","156.4","2013-05","264",,,"40",,,"0.37","100","2072","0.49",,"70.2","86.6","53.7"
"USC00044890","LEMON COVE, CA US","36.3817","-119.0264","156.4","2013-06","652",,,"49",,,"0.00","108","2072","0.00",,"77.9","95.1","60.7"
"USC00044890","LEMON COVE, CA US","36.3817","-119.0264","156.4","2013-07","1242",,,"58",,,"0.05","107","0","0.05",,"84.0","101.7","66.4"
"USC00044890","LEMON COVE, CA US","36.3817","-119.0264","156.4","2013-08","1668",,,"54",,,"0.10","106","0","0.10",,"78.7","97.0","60.5"
"US1CAMT0027","BIG SUR 7.2 NNW, CA US","36.3532019","-121.8183348","741.9","2013-05",,,"0",,,"0.0","0.08",,,"0.08","0.0",,,
"USC00045983","MOUNT SHASTA, CA US","41.32191","-122.31777","1101.2","2013-05","4","0","0","30","0","0.0","0.45","85","4957","1.06","0.0","56.0","71.1","40.9"
"USC00045983","MOUNT SHASTA, CA US","41.32191","-122.31777","1101.2","2013-06","92","0","0","35","0","0.0","0.43","94","5062","0.88","0.0","64.4","79.8","49.1"
"USC00045983","MOUNT SHASTA, CA US","41.32191","-122.31777","1101.2","2013-07","250","0","0","43","0","0.0","0.05","97","2","0.11","0.0","70.1","88.1","52.0"
"USC00045983","MOUNT SHASTA, CA US","41.32191","-122.31777","1101.2","2013-08","324","0","0","43","0","0.0","0.02","91","16","0.02","0.0","66.9","84.1","49.8"
"USW00093205","MARYSVILLE AIRPORT ASOS, CA US","39.1019","-121.5677","18.9","2013-05","203",,,"47",,,"0.32","96","2317","0.38",,"69.6","84.4","54.8"
"USW00093205","MARYSVILLE AIRPORT ASOS, CA US","39.1019","-121.5677","18.9","2013-06","531",,,"52",,,"0.32","110","2318","0.62",,"75.9","92.3","59.5"
"USW00093205","MARYSVILLE AIRPORT ASOS, CA US","39.1019","-121.5677","18.9","2013-07","987",,"0","53",,"0.0","0.00","111","0","0.00","0.0","79.7","97.6","61.8"
"USW00093205","MARYSVILLE AIRPORT ASOS, CA US","39.1019","-121.5677","18.9","2013-08","1338",,"0","53",,"0.0","0.00","99","0","0.00","0.0","76.3","93.5","59.2"
"US1CASH0002","COTTONWOOD 0.5 NNE, CA US","40.3971","-122.276","137.8","2013-06",,,,,,,"0.33",,,"0.60",,,,
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","35.23722","-120.64139","61.0","2013-05","26","0","0","41","0","0.0","0.11","98","2076","0.11","0.0","62.4","75.8","49.0"
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","35.23722","-120.64139","61.0","2013-06","93","0","0","47","0","0.0","0.01","103","2113","0.01","0.0","66.0","77.9","54.1"
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","35.23722","-120.64139","61.0","2013-07","165","0","0","53","0","0.0","0.00","95","6","0.00","0.0","67.1","78.6","55.6"
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","35.23722","-120.64139","61.0","2013-08","225","0","0","50","0","0.0","0.00","93","20","0.00","0.0","66.5","78.2","54.8"
"USS0020H12S","DISMAL SWAMP, CA US","41.99","-120.18","2243.3","2013-05","0","21",,"18","36",,"1.20","66","8334","3.29",,"42.3","52.4","32.1"
"USS0020H12S","DISMAL SWAMP, CA US","41.99","-120.18","2243.3","2013-06","1","0",,"28","0",,"1.30","81","8718","2.30",,"51.8","63.8","39.8"
"USS0020H12S","DISMAL SWAMP, CA US","41.99","-120.18","2243.3","2013-07","15","0",,"39","0",,"0.40","83","128","0.50",,"61.3","75.3","47.4"
"USS0020H12S","DISMAL SWAMP, CA US","41.99","-120.18","2243.3","2013-08","16","0",,"36","0",,"0.20","80","385","0.80",,"56.7","69.1","44.4"
"US1CASH0018","REDDING 3.6 N, CA US","40.623488","-122.353615","184.1","2013-05",,,,,,,,,,"1.26",,,,
"US1CASH0018","REDDING 3.6 N, CA US","40.623488","-122.353615","184.1","2013-06",,,"0",,,"0.0","1.50",,,"2.66","0.0",,,
"US1CASH0018","REDDING 3.6 N, CA US","40.623488","-122.353615","184.1","2013-07",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"US1CASH0018","REDDING 3.6 N, CA US","40.623488","-122.353615","184.1","2013-08",,,"0",,,"0.0","0.01",,,"0.01","0.0",,,
"USC00047933","SANTA MARGARITA BOOST, CA US","35.3741","-120.6375","349.9","2013-05","137",,,"38",,,"0.40","104","2273","0.45",,"65.9","84.0","47.8"
