"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","CDSD","DSND","DSNW","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","PRCP","SNOW","TAVG","TMAX","TMIN"
"USR0000CCOL","COLLINS BALDY CALIFORNIA, CA US","41.775","-122.9503","1674.3","2013-07","334",,,"52",,,,"94","0",,,"73.5","85.4","61.6"
"USR0000CCOL","COLLINS BALDY CALIFORNIA, CA US","41.775","-122.9503","1674.3","2013-08","432",,,"46",,,,"90","53",,,"66.5","78.0","54.9"
"US1CASU0005","SUTTER 0.3 W, CA US","39.159623","-121.75111","22.3","2013-05",,,,,,,"0.17",,,"0.24",,,,
"USC00049490","WEAVERVILLE, CA US","40.7367","-122.9404","627.3","2013-05","14",,,"33",,,"0.73","90","4158","1.24",,"60.2","77.2","43.2"
"USC00049490","WEAVERVILLE, CA US","40.7367","-122.9404","627.3","2013-06","152",,,"39",,,"0.49","105","4206","0.90",,"68.0","87.3","48.7"
"USC00049490","WEAVERVILLE, CA US","40.7367","-122.9404","627.3","2013-07","482",,,"45",,,"0.69","108","0","0.71",,"75.6","97.4","53.9"
"USC00049490","WEAVERVILLE, CA US","40.7367","-122.9404","627.3","2013-08","660",,,"43",,,"0.73","104","0","0.91",,"70.7","90.9","50.6"
"US1CAOR0001","ORANGE 3.5 ENE, CA US","33.82906","-117.77","247.2","2013-05",,,"0",,,"0.0","0.33",,,"0.44","0.0",,,
"US1CAOR0001","ORANGE 3.5 ENE, CA US","33.82906","-117.77","247.2","2013-06",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"US1CAOR0001","ORANGE 3.5 ENE, CA US","33.82906","-117.77","247.2","2013-07",,,"0",,,"0.0","0.04",,,"0.06","0.0",,,
"US1CAOR0001","ORANGE 3.5 ENE, CA US","33.82906","-117.77","247.2","2013-08",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"USW00023161","BARSTOW DAGGETT AIRPORT, CA US","34.8536","-116.7858","584.3","2013-05","585",,,"50",,,"0.01","103","1907","0.01",,"75.8","90.3","61.3"
"USW00023161","BARSTOW DAGGETT AIRPORT, CA US","34.8536","-116.7858","584.3","2013-06","1252","0","0","63","0","0.0","0.00","116","1907","0.00","0.0","87.2","103.4","71.1"
"USW00023161","BARSTOW DAGGETT AIRPORT, CA US","34.8536","-116.7858","584.3","2013-07","2091",,"0","69",,"0.0","0.27","114","0","0.27","0.0","92.1","105.9","78.2"
"USW00023161","BARSTOW DAGGETT AIRPORT, CA US","34.8536","-116.7858","584.3","2013-08","2763",,"0","65",,"0.0","0.94","108","0","1.12","0.0","86.7","101.5","71.8"
"USR0000CPHI","PINE HILLS CALIFORNIA, CA US","33.0164","-116.6339","0.0","2013-05","51",,,"34",,,,"92","2898",,,"60.1","73.3","46.9"
"USR0000CPHI","PINE HILLS CALIFORNIA, CA US","33.0164","-116.6339","0.0","2013-06","206",,,"45",,,,"103","2913",,,"69.7","85.2","54.2"
"USR0000CPHI","PINE HILLS CALIFORNIA, CA US","33.0164","-116.6339","0.0","2013-07","538",,,"56",,,,"98","0",,,"75.7","88.7","62.7"
"USR0000CPHI","PINE HILLS CALIFORNIA, CA US","33.0164","-116.6339","0.0","2013-08","831",,,"51",,,,"97","0",,,"74.5","88.4","60.6"
"US1CAOR0006","SILVERADO 1.0 ESE, CA US","33.74552","-117.61986","424.9","2013-05",,,"0",,,"0.0","0.00",,,"0.71","0.0",,,
"US1CAOR0006","SILVERADO 1.0 ESE, CA US","33.74552","-117.61986","424.9","2013-06",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"US1CAOR0006","SILVERADO 1.0 ESE, CA US","33.74552","-117.61986","424.9","2013-07",,,"0",,,"0.0","0.01",,,"0.01","0.0",,,
"US1CAOR0006","SILVERADO 1.0 ESE, CA US","33.74552","-117.61986","424.9","2013-08",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"USW00024259","MONTAGUE SISKIYOU AIRPORT, CA US","41.78139","-122.46806","808.0","2013-05","11",,,"25",,,"0.34","88","5076","1.06",,"57.9","74.2","41.7"
"USW00024259","MONTAGUE SISKIYOU AIRPORT, CA US","41.78139","-122.46806","808.0","2013-06","135",,,"38",,,"0.12","103","5151","0.18",,"66.6","84.4","48.8"
"USW00024259","MONTAGUE SISKIYOU AIRPORT, CA US","41.78139","-122.46806","808.0","2013-07","488",,,"46",,,"0.03","106","0","0.03",,"76.4","96.8","56.0"
"USW00024259","MONTAGUE SISKIYOU AIRPORT, CA US","41.78139","-122.46806","808.0","2013-08","670",,,"45",,,"0.26","99","0","0.50",,"70.9","89.5","52.2"
"USW00024257","REDDING AIRPORT, CA US","40.5175","-122.2986","151.5","2013-05","238",,,"45",,,"0.44","96","2551","0.87",,"69.5","83.0","56.1"
"USW00024257","REDDING AIRPORT, CA US","40.5175","-122.2986","151.5","2013-06","647",,,"52",,,"0.80","111","2551","1.58",,"78.6","93.1","64.1"
"USW00024257","REDDING AIRPORT, CA US","40.5175","-122.2986","151.5","2013-07","1256",,,"56",,,"0.00","116","0","0.00",,"84.6","101.7","67.6"
"USW00024257","REDDING AIRPORT, CA US","40.5175","-122.2986","151.5","2013-08","1689",,"0","57",,"0.0","0.00","110","0","0.00","0.0","79.0","95.2","62.8"
"USR0000CCP9","CAMP 9 CALIFORNIA, CA US","34.3617","-118.4217","1219.2","2013-05","131",,,"41",,,,"92","2837",,,"62.4","72.2","52.5"
"USR0000CCP9","CAMP 9 CALIFORNIA, CA US","34.3617","-118.4217","1219.2","2013-06","316",,,"48",,,,"102","2864",,,"70.2","80.4","60.1"
"USR0000CCP9","CAMP 9 CALIFORNIA, CA US","34.3617","-118.4217","1219.2","2013-07","682",,,"60",,,,"95","0",,,"76.8","85.8","67.8"
"USR0000CCP9","CAMP 9 CALIFORNIA, CA US","34.3617","-118.4217","1219.2","2013-08","1032",,,"59",,,,"95","0",,,"76.3","86.0","66.6"
"USR0000CPIE","PIERCE CALIFORNIA, CA US","40.2461","-120.6422","1737.4","2013-05","0",,,"25",,,,"78","5683",,,"51.8","63.4","40.2"
"USR0000CPIE","PIERCE CALIFORNIA, CA US","40.2461","-120.6422","1737.4","2013-06","74",,,"34",,,,"93","5846",,,"62.0","75.2","48.9"
"USR0000CPIE","PIERCE CALIFORNIA, CA US","40.2461","-120.6422","1737.4","2013-07","262",,,"47",,,,"95","2",,,"71.0","85.2","56.7"
"USR0000CPIE","PIERCE CALIFORNIA, CA US","40.2461","-120.6422","1737.4","2013-08","327",,,"44",,,,"91","42",,,"65.8","80.0","51.7"
"USC00040673","BEN LOMOND NUMBER 4, CA US","37.0855","-122.0797","128.0","2013-05","75",,,"35",,,"0.01","99","1998","0.01",,"64.3","83.9","44.7"
"USC00040673","BEN LOMOND NUMBER 4, CA US","37.0855","-122.0797","128.0","2013-06","197",,,"41",,,"0.07","109","2018","0.08",,"68.4","87.6","49.2"
"USC00040673","BEN LOMOND NUMBER 4, CA US","37.0855","-122.0797","128.0","2013-07","360",,,"45",,,"0.00","101","0","0.00",,"70.2","88.2","52.3"
"USC00040673","BEN LOMOND NUMBER 4, CA US","37.0855","-122.0797","128.0","2013-08","542",,,"43",,,"0.00","103","0","0.00",,"70.9","90.9","50.9"
"USR0000CCOU","CO LINE CALIFORNIA, CA US","39.0189","-122.4119","635.5","2013-05",,,,"39",,,,"94",,,,"66.3","79.5","53.0"
"USR0000CCOU","CO LINE CALIFORNIA, CA US","39.0189","-122.4119","635.5","2013-06",,,,"47",,,,"106",,,,"74.9","88.8","61.0"
"USR0000CCOU","CO LINE CALIFORNIA, CA US","39.0189","-122.4119","635.5","2013-07",,,,"59",,,,"110","0",,,"83.6","98.3","68.9"
"USR0000CCOU","CO LINE CALIFORNIA, CA US","39.0189","-122.4119","635.5","2013-08",,,,"57",,,,"101","0",,,"78.0","92.1","63.9"
"USR0000CPIH","PINEHURST CALIFORNIA, CA US","36.6853","-119.0","1237.5","2013-05","69",,,"39",,,,"91",,,,"62.3","74.5","50.1"
"USR0000CPIH","PINEHURST CALIFORNIA, CA US","36.6853","-119.0","1237.5","2013-06","285",,,"48",,,,"98",,,,"72.1","85.5","58.7"
"USR0000CPIH","PINEHURST CALIFORNIA, CA US","36.6853","-119.0","1237.5","2013-08",,,,"55",,,,"96",,,,"76.0","89.3","62.8"
"USC00040436","BAKER, CA US","35.27611","-116.06278","293.2","2013-05","716","0","0","52","0","0.0","0.00","107","1738","0.00","0.0","79.2","94.8","63.5"
"USC00040436","BAKER, CA US","35.27611","-116.06278","293.2","2013-06","1480","0","0","66","0","0.0","0.00","120","1738","0.00","0.0","90.5","106.6","74.4"
"USC00040436","BAKER, CA US","35.27611","-116.06278","293.2","2013-07","2441","0","0","73","0","0.0","0.03","122","0","0.03","0.0","96.0","109.5","82.5"
"USC00040436","BAKER, CA US","35.27611","-116.06278","293.2","2013-08","3235","0","0","69","0","0.0","0.35","112","0","0.37","0.0","90.6","105.5","75.7"
"USR0000CLAB","LOS BANOS CALIFORNIA, CA US","37.0547","-121.0531","106.7","2013-05","260",,,"50",,,,"96","1822",,,"70.0","82.4","57.6"
"USR0000CLAB","LOS BANOS CALIFORNIA, CA US","37.0547","-121.0531","106.7","2013-06","583",,,"56",,,,"107","1822",,,"75.8","89.0","62.5"
"USR0000CLAB","LOS BANOS CALIFORNIA, CA US","37.0547","-121.0531","106.7","2013-07","1060",,,"57",,,,"107","0",,,"80.4","94.5","66.3"
"USR0000CLAB","LOS BANOS CALIFORNIA, CA US","37.0547","-121.0531","106.7","2013-08","1470",,,"57",,,,"105","0",,,"78.2","91.8","64.6"
"US1CASH0064","ANDERSON 8.5 WNW, CA US","40.474603","-122.452203","249.6","2013-05",,,,,,,,,,"1.05",,,,
"USR0000CCOO","COOSKIE MOUNTAIN CALIFORNIA, CA US","40.2569","-124.2661","899.2","2013-05","40",,,"32",,,,"86","4472",,,"54.0","63.4","44.7"
"USR0000CCOO","COOSKIE MOUNTAIN CALIFORNIA, CA US","40.2569","-124.2661","899.2","2013-06","91",,,"39",,,,"90","4709",,,"58.8","67.3","50.3"
"USR0000CCOO","COOSKIE MOUNTAIN CALIFORNIA, CA US","40.2569","-124.2661","899.2","2013-07","297",,,"44",,,,"97","35",,,"70.5","81.2","59.9"
"USR0000CCOO","COOSKIE MOUNTAIN CALIFORNIA, CA US","40.2569","-124.2661","899.2","2013-08","390",,,"44",,,,"88","77",,,"66.6","77.3","55.9"
"USR0000CCON","CONVERSE CALIFORNIA, CA US","34.1942","-116.9131","1712.4","2013-05","9",,,"33",,,,"87","3944",,,"57.1","72.8","41.6"
"USR0000CCON","CONVERSE CALIFORNIA, CA US","34.1942","-116.9131","1712.4","2013-06","109",,,"43",,,,"98","3976",,,"67.2","84.5","50.0"
"USR0000CCON","CONVERSE CALIFORNIA, CA US","34.1942","-116.9131","1712.4","2013-07","320",,,"48",,,,"93","0",,,"71.8","86.5","57.2"
"USR0000CCON","CONVERSE CALIFORNIA, CA US","34.1942","-116.9131","1712.4","2013-08","457",,,"46",,,,"92","7",,,"69.2","84.4","54.0"
"USR0000CESP","ESPERANZA CALIFORNIA, CA US","38.2428","-120.515","780.0","2013-05","49",,,"34",,,,"89","3277",,,"61.9","76.0","47.8"
"USR0000CESP","ESPERANZA CALIFORNIA, CA US","38.2428","-120.515","780.0","2013-06","241",,,"40",,,,"103","3306",,,"70.5","86.1","54.8"
"USR0000CESP","ESPERANZA CALIFORNIA, CA US","38.2428","-120.515","780.0","2013-07","664",,,"54",,,,"102","0",,,"78.6","94.8","62.5"
"USR0000CESP","ESPERANZA CALIFORNIA, CA US","38.2428","-120.515","780.0","2013-08","947",,,"49",,,,"99","0",,,"74.1","90.6","57.7"
"USR0000CCOR","CORRALITOS CALIFORNIA, CA US","36.9911","-121.7978","137.2","2013-05","22",,,"38",,,,"92","2580",,,"61.6","76.6","46.5"
"USR0000CCOR","CORRALITOS CALIFORNIA, CA US","36.9911","-121.7978","137.2","2013-06","74",,,"44",,,,"97","2654",,,"64.3","78.1","50.4"
"USR0000CCOR","CORRALITOS CALIFORNIA, CA US","36.9911","-121.7978","137.2","2013-07","105",,,"48",,,,"88","34",,,"64.9","75.9","53.9"
"USR0000CCOR","CORRALITOS CALIFORNIA, CA US","36.9911","-121.7978","137.2","2013-08","181",,,"48",,,,"94","61",,,"66.6","80.0","53.2"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.938","-118.3888","29.6","2013-05","73",,,"58",,,"0.20","90","1179","0.39",,"66.5","72.6","60.5"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.938","-118.3888","29.6","2013-06","161","0","0","60","0","0.0","0.00","85","1181","0.00","0.0","67.9","73.1","62.7"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.938","-118.3888","29.6","2013-07","284",,,"62",,,"0.02","81","0","0.03",,"69.0","73.9","64.0"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.938","-118.3888","29.6","2013-08","398",,"0","57",,"0.0","0.00","92","2","0.00","0.0","68.6","74.1","63.1"
"US1CAOR0016","NEWPORT BEACH 3.1 ESE, CA US","33.589433","-117.865235","25.6","2013-05",,,"0",,,"0.0","0.19",,,"0.34","0.0",,,
"US1CAOR0016","NEWPORT BEACH 3.1 ESE, CA US","33.589433","-117.865235","25.6","2013-06",,,"0",,,"0.0","0.04",,,"0.05","0.0",,,
"US1CAOR0016","NEWPORT BEACH 3.1 ESE, CA US","33.589433","-117.865235","25.6","2013-07",,,,,,,"0.05",,,"0.06",,,,
"US1CAOR0016","NEWPORT BEACH 3.1 ESE, CA US","33.589433","-117.865235","25.6","2013-08",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"US1CAFR0013","CLOVIS 1.3 NE, CA US","36.833034","-119.680822","114.3","2013-05",,,"0",,,"0.0","0.07",,,"0.12","0.0",,,
"US1CAFR0013","CLOVIS 1.3 NE, CA US","36.833034","-119.680822","114.3","2013-06",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"US1CAFR0013","CLOVIS 1.3 NE, CA US","36.833034","-119.680822","114.3","2013-07",,,"0",,,"0.0","0.04",,,"0.04","0.0",,,
"US1CAFR0013","CLOVIS 1.3 NE, CA US","36.833034","-119.680822","114.3","2013-08",,,"0",,,"0.0","0.03",,,"0.03","0.0",,,
"USC00047085","PORTOLA, CA US","39.8053","-120.4719","1478.3","2013-05","0","0","0","24","0","0.0","0.21","83","6406","0.48","0.0","51.5","67.5","35.5"
"USC00047085","PORTOLA, CA US","39.8053","-120.4719","1478.3","2013-06","49","0","0","34","0","0.0","0.04","96","6569","0.06","0.0","61.2","80.3","42.1"
"USC00047085","PORTOLA, CA US","39.8053","-120.4719","1478.3","2013-07","172","0","0","36","0","0.0","0.25","99","20","0.25","0.0","68.4","90.2","46.7"
"USC00047085","PORTOLA, CA US","39.8053","-120.4719","1478.3","2013-08","209","0","0","35","0","0.0","0.60","96","123","0.60","0.0","62.9","83.6","42.2"
"US1CAFR0014","FRESNO 2.4 NW, CA US","36.805333","-119.822217","97.2","2013-05",,,"0",,,"0.0","0.11",,,"0.12","0.0",,,
"US1CAFR0014","FRESNO 2.4 NW, CA US","36.805333","-119.822217","97.2","2013-06",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"US1CAFR0014","FRESNO 2.4 NW, CA US","36.805333","-119.822217","97.2","2013-07",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"US1CAFR0014","FRESNO 2.4 NW, CA US","36.805333","-119.822217","97.2","2013-08",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"USC00040449","BALCH POWER HOUSE, CA US","36.9092","-119.0883","528.8","2013-05","126",,,"45",,,"0.38","95",,"0.45",,"66.7","78.6","54.8"
"USC00040449","BALCH POWER HOUSE, CA US","36.9092","-119.0883","528.8","2013-06","486",,,"53",,,"0.00","103",,"0.00",,"77.0","89.8","64.3"
"USC00040449","BALCH POWER HOUSE, CA US","36.9092","-119.0883","528.8","2013-07","1064",,,"66",,,"0.00","103","0","0.00",,"83.7","95.6","71.7"
"USC00040449","BALCH POWER HOUSE, CA US","36.9092","-119.0883","528.8","2013-08","1486",,,"62",,,"0.00","100","0","0.00",,"79.5","91.4","67.7"
"USR0000CTOM","MOUNT TOM CALIFORNIA, CA US","37.3761","-119.1783","2748.7","2013-05","0",,,"27",,,,"65","7173",,,"44.6","52.5","36.6"
"USR0000CTOM","MOUNT TOM CALIFORNIA, CA US","37.3761","-119.1783","2748.7","2013-06","15",,,"35",,,,"78","7453",,,"56.2","64.3","48.0"
"USR0000CTOM","MOUNT TOM CALIFORNIA, CA US","37.3761","-119.1783","2748.7","2013-07","50",,,"47",,,,"80","106",,,"62.7","70.9","54.6"
"USR0000CTOM","MOUNT TOM CALIFORNIA, CA US","37.3761","-119.1783","2748.7","2013-08","51",,,"43",,,,"77","288",,,"59.1","67.1","51.2"
"USW00023179","NEEDLES AIRPORT, CA US","34.7675","-114.6188","271.3","2013-05","1075",,,"60",,,"0.00","109","1054","0.00",,"84.0","96.9","71.1"
"USW00023179","NEEDLES AIRPORT, CA US","34.7675","-114.6188","271.3","2013-06","2000",,,"76",,,"0.00","123","1054","0.00",,"95.8","110.2","81.5"
"USW00023179","NEEDLES AIRPORT, CA US","34.7675","-114.6188","271.3","2013-07","3041",,"0","76",,"0.0","0.07","119","0","0.18","0.0","98.6","109.1","88.1"
"USW00023179","NEEDLES AIRPORT, CA US","34.7675","-114.6188","271.3","2013-08","3939",,"0","71",,"0.0","1.05","116","0","2.85","0.0","94.0","106.6","81.4"
"US1CAOR0017","MISSION VIEJO 1.6 ENE, CA US","33.623857","-117.627472","310.3","2013-05",,"0","0",,"0","0.0","0.35",,,"0.72","0.0",,,
"US1CAOR0017","MISSION VIEJO 1.6 ENE, CA US","33.623857","-117.627472","310.3","2013-06",,"0","0",,"0","0.0","0.01",,,"0.01","0.0",,,
"US1CAOR0017","MISSION VIEJO 1.6 ENE, CA US","33.623857","-117.627472","310.3","2013-07",,"0","0",,"0","0.0","0.00",,,"0.00","0.0",,,
"US1CAOR0017","MISSION VIEJO 1.6 ENE, CA US","33.623857","-117.627472","310.3","2013-08",,"0","0",,"0","0.0","0.00",,,"0.00","0.0",,,
"US1CAOR0019","MISSION VIEJO 1.3 SSE, CA US","33.595421","-117.644161","214.6","2013-05",,,"0",,,"0.0","0.35",,,"0.62","0.0",,,
"US1CAOR0019","MISSION VIEJO 1.3 SSE, CA US","33.595421","-117.644161","214.6","2013-06",,,"0",,,"0.0","0.01",,,"0.02","0.0",,,
"US1CAOR0019","MISSION VIEJO 1.3 SSE, CA US","33.595421","-117.644161","214.6","2013-07",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"US1CAOR0019","MISSION VIEJO 1.3 SSE, CA US","33.595421","-117.644161","214.6","2013-08",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"US1CANP0003","CALISTOGA 0.4 SSE, CA US","38.5764","-122.578","106.1","2013-05",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"US1CANP0003","CALISTOGA 0.4 SSE, CA US","38.5764","-122.578","106.1","2013-07",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"US1CANP0003","CALISTOGA 0.4 SSE, CA US","38.5764","-122.578","106.1","2013-08",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"USC00042863","ESCONDIDO NUMBER 2, CA US","33.121","-117.09","182.9","2013-05","146",,,"53",,,"0.55","101","1325","0.61",,"68.6","79.2","58.0"
"USC00042863","ESCONDIDO NUMBER 2, CA US","33.121","-117.09","182.9","2013-06","342",,,"57",,,"0.00","98","1325","0.00",,"71.5","82.2","60.9"
"USC00042863","ESCONDIDO NUMBER 2, CA US","33.121","-117.09","182.9","2013-07","647",,,"58",,,"0.06","95","0","0.06",,"74.9","85.4","64.3"
"USC00042863","ESCONDIDO NUMBER 2, CA US","33.121","-117.09","182.9","2013-08","992",,,"58",,,"0.00","97","0","0.00",,"76.1","88.0","64.2"
"USC00040444","BAKERSFIELD 5 NW, CA US","35.4186","-119.0508","143.3","2013-05","307",,,"48",,,"0.18","99",,"0.19",,"71.3","84.3","58.3"
"USC00040444","BAKERSFIELD 5 NW, CA US","35.4186","-119.0508","143.3","2013-06","736",,,"57",,,"0.00","105",,"0.00",,"79.3","92.2","66.4"
"USC00040444","BAKERSFIELD 5 NW, CA US","35.4186","-119.0508","143.3","2013-07","1393",,,"65",,,"0.00","109","0","0.00",,"86.9","100.3","73.6"
"USC00040444","BAKERSFIELD 5 NW, CA US","35.4186","-119.0508","143.3","2013-08","1836",,,"62",,,"0.00","108","0","0.00",,"81.4","95.3","67.5"
"USC00041534","CARMEL VALLEY, CA US","36.4805","-121.7244","146.3","2013-05","26",,,"35",,,"0.02","91","2680","0.02",,"59.9","74.7","45.2"
"USC00041534","CARMEL VALLEY, CA US","36.4805","-121.7244","146.3","2013-06","96",,,"39",,,"0.00","98","2752","0.00",,"64.9","79.9","50.0"
"USC00041534","CARMEL VALLEY, CA US","36.4805","-121.7244","146.3","2013-07","127",,,"42",,,"0.00","91","52","0.00",,"64.3","78.5","50.2"
"USC00041534","CARMEL VALLEY, CA US","36.4805","-121.7244","146.3","2013-08","176",,,"43",,,"0.02","92","111","0.02",,"64.7","79.3","50.0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2013-05","0",,,"39",,,"0.15","71","3556","0.24",,"55.8","63.2","48.4"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2013-06","0",,,"41",,,"0.19","71","3778","0.54",,"57.6","65.1","50.1"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2013-07","0",,,"50",,,"0.02","69","167","0.03",,"59.6","65.4","53.9"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","2013-08","0",,,"49",,,"0.06","70","266","0.27",,"61.8","67.7","55.9"
"US1CATH0005","RED BLUFF 6.0 W, CA US","40.159076","-122.35154","127.4","2013-05",,,,,,,"0.29",,,"0.43",,,,
"US1CATH0005","RED BLUFF 6.0 W, CA US","40.159076","-122.35154","127.4","2013-06",,,,,,,,,,"0.21",,,,
"US1CAFR0005","TOLLHOUSE 6.2 SSE, CA US","36.93424","-119.35855","425.8","2013-05",,,"0",,,"0.0","0.36",,,"0.37","0.0",,,
"US1CAFR0005","TOLLHOUSE 6.2 SSE, CA US","36.93424","-119.35855","425.8","2013-06",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"US1CAFR0005","TOLLHOUSE 6.2 SSE, CA US","36.93424","-119.35855","425.8","2013-07",,,"0",,,"0.0","0.10",,,"0.10","0.0",,,
"US1CAFR0005","TOLLHOUSE 6.2 SSE, CA US","36.93424","-119.35855","425.8","2013-08",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"US1CAFR0008","HELM 2.7 NNE, CA US","36.57016667","-120.08916667","55.8","2013-05",,,"0",,,"0.0","0.21",,,"0.21","0.0",,,
"US1CAFR0008","HELM 2.7 NNE, CA US","36.57016667","-120.08916667","55.8","2013-06",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"US1CAFR0008","HELM 2.7 NNE, CA US","36.57016667","-120.08916667","55.8","2013-07",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"US1CAFR0008","HELM 2.7 NNE, CA US","36.57016667","-120.08916667","55.8","2013-08",,,"0",,,"0.0","0.11",,,"0.11","0.0",,,
"US1CATH0007","RED BLUFF 2.3 N, CA US","40.207341","-122.234748","130.5","2013-05",,,,,,,"1.48",,,"1.69",,,,
"US1CATH0007","RED BLUFF 2.3 N, CA US","40.207341","-122.234748","130.5","2013-06",,,"0",,,"0.0","0.30",,,"0.48","0.0",,,
"US1CATH0007","RED BLUFF 2.3 N, CA US","40.207341","-122.234748","130.5","2013-07",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"US1CAFR0007","FRESNO 4.3 NNW, CA US","36.836182","-119.829281","101.5","2013-05",,,"0",,,"0.0","0.04",,,"0.06","0.0",,,
"US1CAFR0007","FRESNO 4.3 NNW, CA US","36.836182","-119.829281","101.5","2013-06",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"US1CAFR0007","FRESNO 4.3 NNW, CA US","36.836182","-119.829281","101.5","2013-07",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"US1CAFR0007","FRESNO 4.3 NNW, CA US","36.836182","-119.829281","101.5","2013-08",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"US1CATH0009","RED BLUFF 1.1 S, CA US","40.1576309204102","-122.236198425293","98.5","2013-05",,,,,,,"0.17",,,"0.24",,,,
"US1CATH0009","RED BLUFF 1.1 S, CA US","40.1576309204102","-122.236198425293","98.5","2013-06",,,"0",,,"0.0","0.39",,,"0.54","0.0",,,
"US1CATH0009","RED BLUFF 1.1 S, CA US","40.1576309204102","-122.236198425293","98.5","2013-07",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"US1CATH0009","RED BLUFF 1.1 S, CA US","40.1576309204102","-122.236198425293","98.5","2013-08",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"US1CAFR0002","CLOVIS 2.9 N, CA US","36.861105","-119.693063","116.4","2013-05",,,"0",,,"0.0","0.09",,,"0.11","0.0",,,
"US1CAFR0002","CLOVIS 2.9 N, CA US","36.861105","-119.693063","116.4","2013-06",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"US1CAFR0002","CLOVIS 2.9 N, CA US","36.861105","-119.693063","116.4","2013-07",,,"0",,,"0.0","0.11",,,"0.11","0.0",,,
"US1CAFR0002","CLOVIS 2.9 N, CA US","36.861105","-119.693063","116.4","2013-08",,,"0",,,"0.0","0.41",,,"0.41","0.0",,,
"US1CAFR0003","TOLLHOUSE 2.0 SSE, CA US","36.989665","-119.397064","509.9","2013-05",,,"0",,,"0.0","0.00",,,"0.36","0.0",,,
"US1CAFR0003","TOLLHOUSE 2.0 SSE, CA US","36.989665","-119.397064","509.9","2013-06",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"US1CAFR0003","TOLLHOUSE 2.0 SSE, CA US","36.989665","-119.397064","509.9","2013-07",,,"0",,,"0.0","0.07",,,"0.07","0.0",,,
"US1CAFR0003","TOLLHOUSE 2.0 SSE, CA US","36.989665","-119.397064","509.9","2013-08",,,"0",,,"0.0","0.05",,,"0.05","0.0",,,
"USS0019L19S","EBBETTS PASS, CA US","38.55","-119.8","2671.6","2013-05","0","9",,"26","11",,"0.80","64","7589","2.60",,"43.9","52.8","34.9"
"USS0019L19S","EBBETTS PASS, CA US","38.55","-119.8","2671.6","2013-06","2","0",,"33","0",,"0.70","77","7921","1.20",,"54.0","63.6","44.4"
"USS0019L19S","EBBETTS PASS, CA US","38.55","-119.8","2671.6","2013-07","10","0",,"47","0",,"0.80","80","139","1.40",,"60.8","70.1","51.5"
"USS0019L19S","EBBETTS PASS, CA US","38.55","-119.8","2671.6","2013-08","10","0",,"41","0",,"0.20","73","396","0.30",,"56.7","65.4","48.1"
"USC00040212","ANGWIN PACIFIC UNION COLLEGE, CA US","38.573","-122.4405","522.7","2013-05","67",,,"35",,,"0.08","88","3014","0.13",,"62.0","76.0","47.9"
"USC00040212","ANGWIN PACIFIC UNION COLLEGE, CA US","38.573","-122.4405","522.7","2013-06","182",,,"41",,,"1.00","99","3078","1.17",,"66.7","80.6","52.7"
"USC00040212","ANGWIN PACIFIC UNION COLLEGE, CA US","38.573","-122.4405","522.7","2013-07","345",,,"45",,,"0.00","97","24","0.00",,"69.5","84.9","54.1"
